,Unnamed: 0,Unnamed: 0.1,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessCourses,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
26,26,26,Male,United States,21.0,Employed full-time,No,Yes,Other,Fine,Employed by professional services/consulting firm,Python,Deep learning,R,"Google Search,Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","College/University,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",Very useful,,< 1 year,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,Basic laptop (Macbook),2 - 10 hours,Github Portfolio,Sort of (Explain more),Bachelor's degree,Other,Less than a year,"Researcher,Other",University courses,50.0,40.0,0.0,10.0,0.0,0.0,,,High school,Other,,0,,,,,,,,,,,,,,,,
27,27,27,Male,United States,22.0,Employed part-time,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,R,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Kaggle,Online courses,Personal Projects",Very useful,,< 1 year,Necessary,Necessary,Necessary,Nice to have,Necessary,Necessary,Nice to have,Unnecessary,Unnecessary,Nice to have,GPU accelerated Workstation,2 - 10 hours,Kaggle Competitions,No,Bachelor's degree,Mathematics or statistics,Less than a year,,"Online courses (coursera, udemy, edx, etc.)",0.0,60.0,0.0,30.0,10.0,0.0,,"Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression","Some college/university study, no bachelor's degree",Non-profit,"Asking friends, family members, or former colleagues for leads",3-5,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Not important,Very Important,Not important,Somewhat important,Not important,Not important,Not important,Very Important,Not important,Not important,Not important
28,28,28,Female,United States,40.0,Employed full-time,No,Yes,Other,Poorly,Employed by a company that performs advanced analytics,Jupyter notebooks,Deep learning,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,University/Non-profit research group websites","Blogs,Online courses,Personal Projects,Podcasts,Textbook",Very useful,"Becoming a Data Scientist Podcast,Partially Derivative Podcast,Other (Separate different answers with semicolon)",< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,Basic laptop (Macbook),11 - 39 hours,Experience from work in a company related to ML,Yes,Master's degree,Other,6 to 10 years,"Researcher,Other","Online courses (coursera, udemy, edx, etc.)",20.0,70.0,0.0,10.0,0.0,0.0,Unsupervised Learning,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Other,Tech-specific job board,6-10,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Not important,Not important,Not important,Not important,Very Important,Not important,Not important,Not important,Not important
29,29,29,Male,United States,48.0,"Independent contractor, freelancer, or self-employed",No,Yes,Engineer,Fine,Employed by non-profit or NGO,Julia,Proprietary Algorithms,Java,Google Search,"Kaggle,Personal Projects,Podcasts,Tutoring/mentoring",,"FlowingData Blog,Talking Machines Podcast,The Data Skeptic Podcast",< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,"GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...)",,Master's degree,Sort of (Explain more),Master's degree,Other,1 to 2 years,"Business Analyst,Computer Scientist,Data Miner,DBA/Database Engineer,Engineer,Programmer,Researcher","Online courses (coursera, udemy, edx, etc.)",40.0,20.0,10.0,10.0,20.0,0.0,Time Series,Ensemble Methods,,Non-profit,Meeting with recruiters who've contacted you directly,3-5,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important
30,30,30,Male,United States,37.0,Employed full-time,No,Yes,Other,Fine,Employed by professional services/consulting firm,TensorFlow,Time Series Analysis,Python,GitHub,"Blogs,Kaggle,Online courses,Stack Overflow Q&A",Very useful,No Free Hunch Blog,1-2 years,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Necessary,"Laptop + Cloud service (AWS, Azure, GCE ...),Workstation + Cloud service",11 - 39 hours,Kaggle Competitions,Sort of (Explain more),Master's degree,Computer Science,1 to 2 years,Engineer,Kaggle competitions,30.0,40.0,0.0,0.0,30.0,0.0,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",High school,Technology,Searching general-purpose job board,3-5,Very Important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important
31,31,31,Male,United States,32.0,Employed full-time,No,Yes,Data Scientist,Perfectly,Employed by college or university,TensorFlow,Deep learning,Python,GitHub,Kaggle,,R Bloggers Blog Aggregator,1-2 years,,,Necessary,,Necessary,,Necessary,,,,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,,Doctoral degree,Engineering (non-computer focused),More than 10 years,"Engineer,Researcher","Online courses (coursera, udemy, edx, etc.)",30.0,70.0,0.0,0.0,0.0,0.0,"Natural Language Processing,Time Series",Other (please specify; separate by semi-colon),A bachelor's degree,Academic,Company's Web site/job listing page,1-2,Very Important,,,,,,Somewhat important,Very Important,Very Important,,,,Very Important,,,
32,32,32,"Non-binary, genderqueer, or gender non-conforming",United States,45.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,Other,Neural Nets,Python,Google Search,"Blogs,Kaggle,Official documentation,Online courses,Stack Overflow Q&A,Textbook,YouTube Videos",Very useful,"Becoming a Data Scientist Podcast,O'Reilly Data Newsletter,Siraj Raval YouTube Channel",1-2 years,Nice to have,Unnecessary,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,"Gaming Laptop (Laptop + CUDA capable GPU),Traditional Workstation",0 - 1 hour,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,More than 10 years,"Business Analyst,DBA/Database Engineer,Engineer,Machine Learning Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Speech Recognition,Survival Analysis,Time Series",,A master's degree,Mix of fields,Meeting with recruiters who've contacted you directly,,Very Important,Very Important,Very Important,Very Important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important
33,33,33,Male,United States,20.0,"Independent contractor, freelancer, or self-employed",No,Yes,Software Developer/Software Engineer,Fine,Self-employed,TensorFlow,Genetic & Evolutionary Algorithms,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Blogs,College/University,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",Very useful,"Linear Digressions Podcast,Siraj Raval YouTube Channel,Talking Machines Podcast",< 1 year,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Computer Science,Less than a year,I haven't started working yet,Self-taught,85.0,15.0,0.0,0.0,0.0,0.0,"Computer Vision,Supervised Machine Learning (Tabular Data)","Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs",Primary/elementary school,Internet-based,Career fair or on-campus recruiting event,0,Very Important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Not important
34,34,34,Male,United States,42.0,Employed part-time,No,Yes,Other,Fine,Employed by professional services/consulting firm,Amazon Web services,Bayesian Methods,Python,I collect my own data (e.g. web-scraping),"Friends network,Personal Projects,YouTube Videos,Other,Other",,Other (Separate different answers with semicolon),< 1 year,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Basic laptop (Macbook),2 - 10 hours,PhD,Sort of (Explain more),Master's degree,,Less than a year,Other,Other,0.0,0.0,0.0,0.0,0.0,100.0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",High school,Financial,Tech-specific job board,11-15,Very Important,Not important,Not important,Somewhat important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important
35,35,35,Male,United States,26.0,Employed full-time,No,Yes,Other,Poorly,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",IBM SPSS Modeler,Survival Analysis,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Personal Projects,,"Data Machina Newsletter,R Bloggers Blog Aggregator",< 1 year,Nice to have,,Necessary,,Necessary,Necessary,,,,,Laptop or Workstation and local IT supported servers,2 - 10 hours,Experience from work in a company related to ML,No,Some college/university study without earning a bachelor's degree,,3 to 5 years,,"Online courses (coursera, udemy, edx, etc.)",35.0,45.0,20.0,0.0,0.0,0.0,,,"Some college/university study, no bachelor's degree",Technology,Company's Web site/job listing page,1-2,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Not important,Somewhat important,Very Important,Not important
36,36,36,Male,United States,29.0,Employed full-time,No,Yes,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,Python,Decision Trees,Python,"Government website,I collect my own data (e.g. web-scraping)","Blogs,College/University,Personal Projects,Podcasts",,KDnuggets Blog,< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Basic laptop (Macbook),0 - 1 hour,PhD,No,Bachelor's degree,Computer Science,Less than a year,"Programmer,Other","Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon),A doctoral degree,Manufacturing,,0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
37,37,37,Male,United States,36.0,Employed full-time,No,Yes,Engineer,Poorly,Employed by professional services/consulting firm,R,Social Network Analysis,,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Friends network,,,< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Traditional Workstation,2 - 10 hours,Online Courses and Certifications,Sort of (Explain more),Professional degree,,1 to 2 years,Other,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,,,High school,Internet-based,"Asking friends, family members, or former colleagues for leads",,,,,,,,,,,,,,,,,
38,38,38,Male,United States,29.0,Employed full-time,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,R,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Conferences,Friends network,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook",Somewhat useful,KDnuggets Blog,< 1 year,Necessary,Unnecessary,Nice to have,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Traditional Workstation,11 - 39 hours,Github Portfolio,Sort of (Explain more),Bachelor's degree,A health science,Less than a year,Other,Self-taught,80.0,10.0,0.0,0.0,10.0,0.0,Reinforcement learning,"Decision Trees - Random Forests,Logistic Regression",High school,Manufacturing,Searching general-purpose job board,3-5,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Not important,Very Important,Somewhat important,Not important,Somewhat important
39,39,39,Female,United States,24.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by company that makes advanced analytic software,TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Blogs,Friends network,Personal Projects,Stack Overflow Q&A",,"Becoming a Data Scientist Podcast,KDnuggets Blog,O'Reilly Data Newsletter",1-2 years,Nice to have,Necessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,"Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Experience from work in a company related to ML,Yes,Master's degree,Electrical Engineering,1 to 2 years,Software Developer/Software Engineer,University courses,30.0,5.0,20.0,40.0,5.0,0.0,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",A master's degree,Financial,"Asking friends, family members, or former colleagues for leads",6-10,Very Important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Somewhat important,Not important,Not important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
