GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Female,United States,22.0,Employed part-time,,,No,Yes,Data Scientist,,Employed by college or university,Hadoop/Hive/Pig,Deep learning,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Non-Kaggle online communities,YouTube Videos",,Somewhat useful,Very useful,,,,,,Very useful,,,,,,,,,Somewhat useful,,< 1 year,Necessary,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Necessary,,,,,Basic laptop (Macbook),2 - 10 hours,Kaggle Competitions,,Some college/university study without earning a bachelor's degree,,Less than a year,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",10.0,40.0,0.0,50.0,0.0,0.0,,Logistic Regression,,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,3-5,Very Important,Very Important,Very Important,Very Important,Not important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Not important,Very Important,Very Important,Somewhat important,Somewhat important
Male,United States,56.0,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Python,Time Series Analysis,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Kaggle,,,,,,,Very useful,,,,,,,,,,,,No Free Hunch Blog,15+ years,Necessary,Necessary,Nice to have,Unnecessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Unnecessary,,,,,GPU accelerated Workstation,2 - 10 hours,Kaggle Competitions,No,Doctoral degree,Mathematics or statistics,More than 10 years,Software Developer/Software Engineer,Kaggle competitions,50.0,0.0,0.0,0.0,50.0,0.0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Support Vector Machines (SVMs)","Some college/university study, no bachelor's degree",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,0,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Very Important,Somewhat important,Somewhat important,Not important,Not important
Male,United States,31.0,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,Python,Bayesian Methods,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Kaggle,Newsletters,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook,YouTube Videos",,Somewhat useful,,,,,Somewhat useful,Somewhat useful,,,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,,,Very useful,"Becoming a Data Scientist Podcast,Data Stories Podcast,The Data Skeptic Podcast",1-2 years,,Necessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Unnecessary,Nice to have,,,,DataCamp,Traditional Workstation,2 - 10 hours,Master's degree,No,Bachelor's degree,A humanities discipline,I don't write code to analyze data,Business Analyst,"Online courses (coursera, udemy, edx, etc.)",10.0,90.0,0.0,0.0,0.0,0.0,,,A bachelor's degree,CRM/Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,United States,22.0,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,R,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Kaggle,Official documentation,Stack Overflow Q&A",,,Very useful,,,,Very useful,,,Very useful,,,,Somewhat useful,,,,,,3-5 years,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,,,,,Traditional Workstation,2 - 10 hours,Github Portfolio,No,Bachelor's degree,Computer Science,3 to 5 years,"Researcher,Software Developer/Software Engineer",Other,20.0,0.0,40.0,40.0,0.0,0.0,"Adversarial Learning,Computer Vision","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0,Somewhat important,Very Important,Very Important,Not important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Somewhat important,Not important,Somewhat important,Not important,Somewhat important
Male,United States,38.0,Employed full-time,,,No,Yes,Scientist/Researcher,Fine,Employed by government,TensorFlow,Social Network Analysis,Python,Google Search,"Kaggle,Online courses,Personal Projects,Textbook,YouTube Videos",,,,,,,Very useful,,,,Very useful,Somewhat useful,,,Somewhat useful,,,Somewhat useful,"Becoming a Data Scientist Podcast,FlowingData Blog,Siraj Raval YouTube Channel",1-2 years,Necessary,Unnecessary,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,"Coursera,DataCamp",Basic laptop (Macbook),0 - 1 hour,Online Courses and Certifications,Sort of (Explain more),Doctoral degree,A humanities discipline,3 to 5 years,,"Online courses (coursera, udemy, edx, etc.)",0.0,80.0,10.0,10.0,0.0,0.0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Military/Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,1-2,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Not important,Not important,Very Important,Very Important,Very Important,Not important,Not important,Not important
Male,United States,30.0,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Python,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,I collect my own data (e.g. web-scraping)","Kaggle,Online courses",,,,,,,Somewhat useful,,,,Somewhat useful,,,,,,,,,1-2 years,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,,,,"Coursera,Other","Basic laptop (Macbook),GPU accelerated Workstation",2 - 10 hours,Kaggle Competitions,No,Master's degree,Engineering (non-computer focused),Less than a year,Engineer,"Online courses (coursera, udemy, edx, etc.)",20.0,80.0,0.0,0.0,0.0,0.0,,,High school,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important
Male,United States,32.0,Employed full-time,,,No,Yes,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Conferences,Kaggle,Newsletters,Online courses,Personal Projects",,,,,Somewhat useful,,Very useful,Somewhat useful,,,Very useful,Very useful,,,,,,,FlowingData Blog,1-2 years,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,,,,"Coursera,Udacity",Basic laptop (Macbook),0 - 1 hour,Github Portfolio,No,Bachelor's degree,Other,I don't write code to analyze data,Other,"Online courses (coursera, udemy, edx, etc.)",20.0,60.0,0.0,20.0,0.0,0.0,Time Series,Logistic Regression,A bachelor's degree,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Male,United States,38.0,Employed full-time,,,No,Yes,Business Analyst,Poorly,Employed by government,Python,Bayesian Methods,Python,I collect my own data (e.g. web-scraping),"Newsletters,Online courses,Stack Overflow Q&A,YouTube Videos",,,,,,,,Somewhat useful,,,Somewhat useful,,,Somewhat useful,,,,Somewhat useful,"Data Elixir Newsletter,FastML Blog,KDnuggets Blog",3-5 years,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Unnecessary,Unnecessary,Nice to have,Nice to have,,,"Coursera,DataCamp,edX,Udacity",Traditional Workstation,2 - 10 hours,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,Management information systems,3 to 5 years,Programmer,"Online courses (coursera, udemy, edx, etc.)",20.0,80.0,0.0,0.0,0.0,0.0,,"Bayesian Techniques,Decision Trees - Random Forests","Some college/university study, no bachelor's degree",Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,1-2,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Not important,Not important
Female,United States,41.0,Employed full-time,,,No,Yes,Other,Fine,Employed by company that makes advanced analytic software,Microsoft R Server (Formerly Revolution Analytics),Deep learning,SQL,Government website,"Company internal community,Online courses",,,,Not Useful,,,,,,,Somewhat useful,,,,,,,,,< 1 year,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Unnecessary,Necessary,,,,"Coursera,edX","Laptop + Cloud service (AWS, Azure, GCE ...)",0 - 1 hour,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,6 to 10 years,"Engineer,Programmer,Software Developer/Software Engineer",Self-taught,80.0,20.0,0.0,0.0,0.0,0.0,,,A master's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Not important
Male,United States,61.0,Employed full-time,,,No,Yes,Other,Fine,Employed by professional services/consulting firm,Amazon Web services,Neural Nets,Python,University/Non-profit research group websites,"College/University,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook",,,Very useful,,,,Somewhat useful,,,,Somewhat useful,Somewhat useful,,Very useful,Very useful,,,,Other (Separate different answers with semicolon),3-5 years,Necessary,Necessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,Necessary,Necessary,,Other,"Laptop or Workstation and local IT supported servers,Traditional Workstation",2 - 10 hours,Master's degree,Sort of (Explain more),Master's degree,Management information systems,I don't write code to analyze data,"Computer Scientist,Data Scientist,DBA/Database Engineer,Engineer,Programmer,Software Developer/Software Engineer",University courses,5.0,0.0,5.0,90.0,0.0,0.0,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression","Some college/university study, no bachelor's degree",Military/Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Not important
Male,United States,34.0,Employed full-time,,,No,Yes,Scientist/Researcher,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Neural Nets,Python,University/Non-profit research group websites,"Blogs,College/University,Kaggle,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook,YouTube Videos",,Somewhat useful,Very useful,,,,Somewhat useful,,,,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,,,Somewhat useful,"R Bloggers Blog Aggregator,Other (Separate different answers with semicolon)",3-5 years,Nice to have,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,,,,"Coursera,edX,Udacity",Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Other,1 to 2 years,Other,"Online courses (coursera, udemy, edx, etc.)",20.0,20.0,0.0,50.0,10.0,0.0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,0,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important
Female,United States,30.0,Employed full-time,,,No,Yes,Researcher,Poorly,Employed by college or university,R,Neural Nets,Other,I collect my own data (e.g. web-scraping),"College/University,Friends network,Kaggle,Online courses,Other",,,Somewhat useful,,,Somewhat useful,Very useful,,,,Very useful,,,,,,,,,< 1 year,Necessary,Nice to have,Necessary,Necessary,Necessary,Necessary,Necessary,,Nice to have,Necessary,,,,edX,Traditional Workstation,0 - 1 hour,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,A social science,Less than a year,,"Online courses (coursera, udemy, edx, etc.)",0.0,80.0,10.0,0.0,0.0,10.0,Other (please specify; separate by semi-colon),,A doctoral degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Female,United States,24.0,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that performs advanced analytics,TensorFlow,Deep learning,Python,Google Search,"Arxiv,College/University,Conferences,Kaggle,Newsletters,Non-Kaggle online communities,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",Somewhat useful,,Somewhat useful,,Somewhat useful,,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,,Somewhat useful,Somewhat useful,,,Very useful,"FlowingData Blog,KDnuggets Blog,O'Reilly Data Newsletter",1-2 years,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Unnecessary,Unnecessary,Necessary,,,,"Coursera,edX",Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,,1 to 2 years,Business Analyst,"Online courses (coursera, udemy, edx, etc.)",15.0,75.0,10.0,0.0,0.0,0.0,Natural Language Processing,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Not important,Very Important,Very Important,Somewhat important,Not important
Female,United States,26.0,Employed full-time,,,No,Yes,Other,Perfectly,Employed by college or university,SQL,Text Mining,R,Government website,"College/University,Online courses,Personal Projects,Textbook,YouTube Videos",,,Somewhat useful,,,,,,,,Very useful,Very useful,,,Not Useful,,,Somewhat useful,,1-2 years,Nice to have,Unnecessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Unnecessary,Necessary,Necessary,,,,Coursera,Basic laptop (Macbook),2 - 10 hours,Github Portfolio,Sort of (Explain more),Bachelor's degree,Psychology,I don't write code to analyze data,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",10.0,80.0,0.0,10.0,0.0,0.0,,,A bachelor's degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Very Important,Not important,Not important,Very Important,Very Important,Somewhat important,Not important,Not important,Somewhat important
Female,United States,27.0,Employed part-time,,,No,Yes,Other,Fine,Employed by college or university,SAP BusinessObjects Predictive Analytics,Deep learning,C/C++/C#,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses",,,,,,,Very useful,,,,Very useful,,,,,,,,"Becoming a Data Scientist Podcast,Data Machina Newsletter,Talking Machines Podcast",1-2 years,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,,,,"Coursera,Udacity","Laptop + Cloud service (AWS, Azure, GCE ...)",0 - 1 hour,Kaggle Competitions,Yes,Master's degree,Computer Science,Less than a year,"Data Analyst,Programmer",Work,40.0,0.0,50.0,0.0,10.0,0.0,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Support Vector Machines (SVMs)",A bachelor's degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,0,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important
